id,text,fact_expressions,query_expressions,answer_expressions,fact_spans,query_spans
6994,"过抛物线$y^{2}=4 x$的焦点的直线$l$交抛物线于$A$、$B$两点，分别过$A$、$B$点作抛物线的切线$l_{1}$, $l_{2}$，则$l_{1}$与$l_{2}$的交点的横坐标为?","l: Line;G: Parabola;A: Point;B: Point;l1:Line;l2:Line;Expression(G) = (y^2 = 4*x);PointOnCurve(Focus(G), l);Intersection(l, G) = {A, B};TangentOfPoint(A,G)=l1;TangentOfPoint(B,G)=l2","XCoordinate(Intersection(l1,l2))",-1,"[[[19, 24]], [[1, 15], [25, 28], [51, 54]], [[29, 32], [42, 45]], [[33, 36], [46, 50]], [[57, 64], [75, 82]], [[66, 73], [83, 90]], [[1, 15]], [[0, 24]], [[19, 38]], [[39, 73]], [[39, 73]]]","[[[75, 99]]]"
5004,过抛物线$y^{2}=2 p x(p>0)$的焦点$F$作直线$l$，交抛物线于$A$、$B$两点，若$|F A|=3|F B|$，则直线$l$的倾斜角为?,"l: Line;G: Parabola;p: Number;F: Point;A: Point;B: Point;p>0;Expression(G) = (y^2 = 2*(p*x));Focus(G) = F;PointOnCurve(F, l);Intersection(l,G)={A,B};Abs(LineSegmentOf(F, A)) = 3*Abs(LineSegmentOf(F, B))",Inclination(l),"{ApplyUnit(60,degree),ApplyUnit(120,degree)}","[[[29, 34], [67, 72]], [[1, 22], [36, 39]], [[4, 22]], [[25, 28]], [[40, 43]], [[44, 47]], [[4, 22]], [[1, 22]], [[1, 28]], [[0, 34]], [[29, 49]], [[51, 65]]]","[[[67, 78]]]"
6434,"已知点$M(-2,0)$,$N(2,0)$，动点$P$满足条件$|P M|-|P N|=2 \sqrt{2}$. 记动点$P$的轨迹方程为?","M: Point;N: Point;P: Point;Coordinate(M) = (-2, 0);Coordinate(N) = (2, 0);Abs(LineSegmentOf(P, M)) - Abs(LineSegmentOf(P, N)) = 2*sqrt(2)",LocusEquation(P),(x^2/2-y^2/2=1)&(x>0),"[[[2, 12]], [[13, 21]], [[24, 27]], [[2, 12]], [[13, 21]], [[31, 55]]]","[[[58, 70]]]"
5123,已知圆$x^{2}+y^{2}-6 x-7=0$与抛物线$y^{2}=2 p x(p>0)$的准线相切，则$p$的值为?,"G: Parabola;p: Number;H: Circle;p>0;Expression(G) = (y^2 = 2*p*x);Expression(H) = (-6*x + x^2 + y^2 - 7 = 0);IsTangent(H,Directrix(G))",p,1/16,"[[[25, 46]], [[53, 56]], [[2, 24]], [[28, 46]], [[25, 46]], [[2, 24]], [[2, 51]]]","[[[53, 60]]]"
12427,椭圆$\frac{x^{2}}{45}+\frac{y^{2}}{20}=1$的焦点分别为$F_{1}$和$F_{2}$，过原点$O$作直线与椭圆相交于$A$、$B$两点．若$\triangle ABF_{2}$的面积是$20$，则直线$A B$的方程是?,"G: Ellipse;Expression(G) = (x^2/45 + y^2/20 = 1);F1: Point;F2: Point;Focus(G) = {F1,F2};O: Origin;H: Line;PointOnCurve(O,H) = True;Intersection(H,G) = {A,B};A: Point;B: Point;Area(TriangleOf(A,B,F2)) = 20","Expression(LineOf(A,B))",,"[[[0, 39], [71, 73]], [[0, 39]], [[45, 52]], [[53, 60]], [[0, 60]], [[62, 67]], [[68, 70]], [[61, 70]], [[68, 85]], [[76, 79]], [[80, 83]], [[87, 114]]]","[[[116, 128]]]"
12953,与双曲线$\frac{x^{2}}{25}-\frac{y^{2}}{24}=1$有公共焦点，准线与中心距离为$8$的椭圆方程是?,"G: Hyperbola;Expression(G) = (x^2/25 - y^2/24 = 1);H: Ellipse;Focus(G) = Focus(H);Distance(Directrix(H),Center(H)) = 8",Expression(H),x^2/56+y^2/7=1,"[[[1, 41]], [[1, 41]], [[59, 61]], [[0, 61]], [[47, 61]]]","[[[59, 65]]]"
4261,写出一个离心率与双曲线$C$: $x^{2}-\frac{y^{2}}{3}=1$的离心率互为倒数的椭圆的标准方程?,"C: Hyperbola;G: Ellipse;Expression(C) = (x^2 - y^2/3 = 1);InterReciprocal(Eccentricity(C),Eccentricity(G))",Expression(G),x^2/4+y^2/3=1,"[[[8, 41]], [[50, 52]], [[8, 41]], [[4, 52]]]","[[[50, 58]]]"
10733,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的左、右焦点分别为$F_{1}$、$F_{2}$、$P$是准线上一点，且$P F_{1} \perp P F_{2}$,$P F_{1} \cdot P F_{2}=4 a b$，则双曲线的离心率是?","G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, Directrix(G));IsPerpendicular(LineSegmentOf(P, F1), LineSegmentOf(P, F2));LineSegmentOf(P, F1)*LineSegmentOf(P, F2) = 4*(a*b)",Eccentricity(G),sqrt(3),"[[[2, 58], [149, 152]], [[2, 58]], [[5, 58]], [[5, 58]], [[5, 58]], [[5, 58]], [[67, 74]], [[75, 82]], [[2, 82]], [[2, 82]], [[83, 86]], [[2, 92]], [[94, 117]], [[118, 147]]]","[[[149, 158]]]"
3885,已知$F_{1}$、$F_{2}$分别是椭圆的左、右焦点，$B$为椭圆的上顶点，且$\angle F_{1} B F_{2}=120^{\circ}$，则椭圆离心率$e$=?,"G: Ellipse;F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;B: Point;UpperVertex(G) = B;AngleOf(F1, B, F2) = ApplyUnit(120, degree);e: Number;Eccentricity(G) = e",e,sqrt(3)/2,"[[[20, 22], [33, 35], [77, 79]], [[2, 9]], [[10, 17]], [[2, 28]], [[2, 28]], [[29, 32]], [[29, 39]], [[41, 75]], [[82, 85]], [[77, 85]]]","[[[82, 87]]]"
9965,已知$F_{1}$、$F_{2}$是椭圆$C$: $\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的两个焦点，$P$为椭圆$C$上的一点，且$\overrightarrow{P F_{1}} \perp \overrightarrow{P F_{2}}$，若$\Delta P F_{1} F_{2}$的面积为$4$，则$b$=?,"C: Ellipse;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;P: Point;F1: Point;F2: Point;a > b;b > 0;Focus(C) = {F1, F2};PointOnCurve(P, C);IsPerpendicular(VectorOf(P,F1),VectorOf(P,F2));Area(TriangleOf(P, F1, F2)) = 4",b,2,"[[[18, 75], [85, 90]], [[18, 75]], [[186, 189]], [[25, 75]], [[81, 84]], [[2, 9]], [[10, 17]], [[25, 75]], [[25, 75]], [[2, 80]], [[81, 94]], [[96, 153]], [[155, 184]]]","[[[186, 191]]]"
2487,"已知双曲线$C$:$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的左焦点为$F_{1}$ ,过$F_{1}$的直线与双曲线的渐近线交于$A$、$B$两点，以$A B$为直径的圆过坐标原点，则双曲线的离心率为?","C: Hyperbola;b: Number;a: Number;G: Circle;H: Line;A: Point;B: Point;F1: Point;O:Origin;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);LeftFocus(C) = F1;PointOnCurve(F1, H);Intersection(H, Asymptote(C)) = {A, B};IsDiameter(LineSegmentOf(A,B),G);PointOnCurve(O,G)",Eccentricity(C),sqrt(2),"[[[2, 62], [88, 91], [125, 128]], [[9, 62]], [[9, 62]], [[117, 118]], [[85, 87]], [[97, 100]], [[101, 104]], [[67, 74], [77, 84]], [[119, 123]], [[9, 62]], [[9, 62]], [[2, 62]], [[2, 74]], [[76, 87]], [[85, 106]], [[107, 118]], [[117, 123]]]","[[[125, 134]]]"
8549,"已知过点$M(1 , 0)$的直线$A B$与抛物线$y^{2}=2 x$交于$A$、$B$两点，$O$为坐标原点，若$O A$ , $O B$的斜率之和为$1$，则直线$A B$方程为?","G: Parabola;A: Point;B: Point;O: Origin;M: Point;Expression(G) = (y^2 = 2*x);Coordinate(M) = (1, 0);PointOnCurve(M,LineOf(A,B));Intersection(LineOf(A,B), G) = {A, B};Slope(LineSegmentOf(O, A))+Slope(LineSegmentOf(O, B)) = 1","Expression(LineOf(A,B))",2*x+y-2=0,"[[[23, 37]], [[39, 42]], [[43, 46]], [[49, 52]], [[3, 14]], [[23, 37]], [[3, 14]], [[2, 22]], [[15, 48]], [[59, 81]]]","[[[83, 94]]]"
1642,"已知直线$l$过点$(1,2)$且垂直于$x$轴，若$l$被抛物线$y^{2}=4 a x$截得线段长为$4$，则抛物线的焦点坐标为?","l: Line;G: Parabola;a: Number;H: Point;Expression(G) = (y^2 = 4*(a*x));Coordinate(H) = (1, 2);PointOnCurve(H,l);IsPerpendicular(l,xAxis);Length(InterceptChord(l,G))=4",Coordinate(Focus(G)),"(1,0)","[[[2, 7], [26, 29]], [[30, 46], [57, 60]], [[33, 46]], [[8, 16]], [[30, 46]], [[8, 16]], [[2, 16]], [[2, 24]], [[26, 55]]]","[[[57, 67]]]"
13125,已知$F_{1}$、$F_{2}$为椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{9}=1$的两个焦点，$A$、$B$为过$F_{1}$的直线与椭圆的两个交点，则$\Delta$$A F_{1} F_{2}$的周长为?$\triangle ABF_{2}$周长为?,"G: Ellipse;H: Line;A: Point;B: Point;F2: Point;F1: Point;Expression(G) = (x^2/25 + y^2/9 = 1);Focus(G) = {F1, F2};PointOnCurve(F1,H);Intersection(H,G)={A,B}","Perimeter(TriangleOf(A,F1,F2));Perimeter(TriangleOf(A,B,F2))","18
20","[[[18, 56], [82, 84]], [[79, 81]], [[62, 65]], [[66, 69]], [[10, 17]], [[2, 9], [71, 78]], [[18, 56]], [[2, 61]], [[70, 81]], [[62, 89]]]","[[[91, 119]], [[119, 142]]]"
14012,"已知双曲线$C_{1}$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$与双曲线$C_{2}$: $\frac{x^{2}}{4}-\frac{y^{2}}{16}=1$有相同的渐近线，且$C_{1}$的右焦点为$F(\sqrt{5}, 0)$, 则$a$=?$b$=?","C1: Hyperbola;C2:Hyperbola;b: Number;a: Number;F: Point;Expression(C1) = (-y^2/b^2 + x^2/a^2 = 1);Expression(C2) = (-y^2/16 + x^2/4 = 1);Coordinate(F) = (sqrt(5), 0);Asymptote(C1)=Asymptote(C2);RightFocus(C1) = F",a;b,"1
2","[[[2, 57], [115, 122]], [[58, 106]], [[151, 154]], [[146, 149]], [[127, 143]], [[2, 57]], [[58, 106]], [[127, 143]], [[2, 113]], [[115, 143]]]","[[[146, 151]], [[151, 156]]]"
5020,抛物线$y^{2}=2 p x(p>0)$过圆$x^{2}+y^{2}-4 x+8 y+19=0$的圆心，则该抛物线的准线方程为?,"G: Parabola;p: Number;H: Circle;p>0;Expression(G) = (y^2 = 2*(p*x));Expression(H) = (8*y - 4*x + x^2 + y^2 + 19 = 0);PointOnCurve(Center(H), G)",Expression(Directrix(G)),x = -2,"[[[0, 21], [55, 58]], [[3, 21]], [[22, 49]], [[3, 21]], [[0, 21]], [[22, 49]], [[0, 52]]]","[[[55, 65]]]"
10426,"若$F_{1}$、$F_{2}$是椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{9}=1$的两个焦点，过$F_{1}$作直线与椭圆交于$A$ , $B$两点，$\triangle A B F_{2}$的周长为?","F1: Point;F2: Point;Focus(G) = {F1, F2};G: Ellipse;Expression(G) = (x^2/25 + y^2/9 = 1);H: Line;A: Point;B: Point;PointOnCurve(F1, H);Intersection(H, G) = {A, B}","Perimeter(TriangleOf(A, B, F2))",20,"[[[1, 8], [62, 69]], [[9, 16]], [[1, 60]], [[17, 55], [73, 75]], [[17, 55]], [[70, 72]], [[77, 80]], [[83, 86]], [[61, 72]], [[70, 88]]]","[[[89, 115]]]"
2948,已知双曲线$C$的焦点在$y$轴上，虚轴长为$4$，且与双曲线$\frac{x^{2}}{4}-\frac{y^{2}}{3}=1$有相同渐近线，则双曲线$C$的方程为?,"C: Hyperbola;G: Hyperbola;Expression(G) = (x^2/4-y^2/3 = 1);PointOnCurve(Focus(C), yAxis);Length(ImageinaryAxis(C)) = 4;Asymptote(C) = Asymptote(G)",Expression(C),y^2/3-x^2/4=1,"[[[2, 8], [74, 80]], [[28, 66]], [[28, 66]], [[2, 17]], [[2, 25]], [[2, 72]]]","[[[74, 85]]]"
7515,"已知抛物线$C$的焦点为$F(0,1)$，则抛物线$C$的标准方程为?","C: Parabola;F: Point;Coordinate(F) = (0, 1);Focus(C) = F",Expression(C),x^2=4*y,"[[[2, 8], [22, 28]], [[12, 20]], [[12, 20]], [[2, 20]]]","[[[22, 35]]]"
13043,"椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{5}=1$（$a$为定值，且$a>\sqrt{5}$） 的左焦点为$F$，直线$x=m$与椭圆相交于点$A$ ,$B$ , $\Delta F A B$的周长的最大值是$12$，则该椭圆的离心率是?","G: Ellipse;Expression(G) = (y^2/5 + x^2/a^2 = 1);a: Number;a>sqrt(5);F: Point;LeftFocus(G) = F;H: Line;Expression(H) = (x = m);m: Number;A: Point;B: Point;Intersection(G,H) = {A,B}	;Max(Perimeter(TriangleOf(F,A,B))) = 12",Eccentricity(G),2/3,"[[[0, 41], [81, 83], [127, 129]], [[0, 41]], [[42, 45]], [[50, 62]], [[69, 72]], [[0, 72]], [[73, 80]], [[73, 80]], [[75, 80]], [[86, 90]], [[92, 95]], [[73, 95]], [[98, 124]]]","[[[127, 135]]]"
4007,双曲线$\frac{x^{2}}{9}-\frac{y^{2}}{16}=1$的渐近线方程是?,G: Hyperbola;Expression(G) = (x^2/9 - y^2/16 = 1),Expression(Asymptote(G)),y=pm*(4/3)*x,"[[[0, 39]], [[0, 39]]]","[[[0, 47]]]"
3910,"已知点$A$、$D$分别是椭圆$C$:$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的左顶点和上顶点, 椭圆的左右焦点分别是$F_{1}$和$F_{2}$, 点$P$是线段$A D$上的动点, 如果$\overrightarrow{P F_{1}} \cdot \overrightarrow{P F_{2}}$的最大值$2$, 最小值是$-\frac{2}{3}$, 那么, 椭圆$C$的标准方程是?","C: Ellipse;b: Number;a: Number;D: Point;A: Point;P: Point;F1: Point;F2: Point;a > b;b > 0;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);LeftVertex(C)=A;UpperVertex(C)=D;LeftFocus(C) = F1;RightFocus(C) = F2;PointOnCurve(P,LineSegmentOf(A,D));Max(DotProduct(VectorOf(P, F1),VectorOf(P, F2)))=2;Min(DotProduct(VectorOf(P,F1),VectorOf(P,F2)))=-2/3",Expression(C),x^2/4+y^2/2=1,"[[[13, 69], [79, 81], [216, 221]], [[19, 69]], [[19, 69]], [[7, 10]], [[2, 6]], [[106, 110]], [[89, 96]], [[97, 104]], [[19, 69]], [[19, 69]], [[13, 69]], [[2, 77]], [[2, 77]], [[79, 104]], [[79, 104]], [[106, 122]], [[126, 190]], [[126, 210]]]","[[[216, 229]]]"
9920,若直线$y=k x+1(k>0)$与双曲线$x^{2}-\frac{y^{2}}{2}=1$有且只有一个交点，则$k$的值是?,"H: Line;Expression(H) = (y = k*x + 1);k: Number;k > 0;G: Hyperbola;Expression(G) = (x^2 - y^2/2 = 1);NumIntersection(H, G) = 1",k,"{sqrt(2),sqrt(3)}","[[[1, 17]], [[1, 17]], [[56, 59]], [[3, 17]], [[18, 46]], [[18, 46]], [[1, 54]]]","[[[56, 63]]]"
11126,"双曲线的中心在坐标原点，离心率等于$2$ , 一个焦点的坐标为$(2 , 0)$，则此双曲线的渐近线方程是?","G: Hyperbola;O: Origin;Center(G) = O;Eccentricity(G) = 2;Coordinate(OneOf(Focus(G))) = (2, 0)",Expression(Asymptote(G)),y = pm*sqrt(3)*x,"[[[0, 3], [43, 46]], [[7, 11]], [[0, 11]], [[0, 21]], [[0, 40]]]","[[[43, 54]]]"
13949,"双曲线$\frac{x^{2}}{4}-\frac{y^{2}}{k}=1$的离心率$e \in(1,2)$，则实数$k$的取值范围是?","G: Hyperbola;k: Real;Expression(G) = (x^2/4 - y^2/k = 1);Eccentricity(G) =e;e:Number;In(e,(1,2))",Range(k),"(0,12)","[[[0, 38]], [[56, 61]], [[0, 38]], [[0, 54]], [[42, 54]], [[42, 54]]]","[[[56, 68]]]"
989,"设$F_{1}$、$F_{2}$分别是椭圆$E$: $\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的左、右焦点，过点$F_{1}$的直线交椭圆$E$于$A$、$B$两点，$|A F_{1}|=3|F_{1} B|$,且$|A B|=4$, $\Delta A B F_{2}$的周长为$16$，则$|A F_{2}|$=?","E: Ellipse;b: Number;a: Number;G: Line;A: Point;B: Point;F2: Point;F1: Point;a > b;b > 0;Expression(E) = (y^2/b^2 + x^2/a^2 = 1);LeftFocus(E) = F1;RightFocus(E) = F2;PointOnCurve(F1, G);Intersection(G, E) = {A, B};Abs(LineSegmentOf(A, F1)) = 3*Abs(LineSegmentOf(F1, B));Abs(LineSegmentOf(A, B)) = 4;Perimeter(TriangleOf(A, B, F2)) = 16","Abs(LineSegmentOf(A, F2))",5,"[[[19, 76], [96, 101]], [[26, 76]], [[26, 76]], [[93, 95]], [[102, 105]], [[106, 109]], [[9, 16]], [[1, 8], [84, 92]], [[26, 76]], [[26, 76]], [[19, 76]], [[1, 82]], [[1, 82]], [[83, 95]], [[93, 111]], [[112, 134]], [[136, 145]], [[147, 173]]]","[[[175, 188]]]"
2903,已知抛物线$y^{2}=8 x$的焦点与$\frac{x^{2}}{a^{2}}+y^{2}=1(a>0)$的右焦点重合，则$a$=?,G: Parabola;Expression(G) = (y^2 = 8*x);C:Curve;Expression(C)=(x^2/a^2+y^2=1);a>0;a:Number;Focus(G)=RightFocus(C),a,sqrt(5),"[[[2, 16]], [[2, 16]], [[20, 54]], [[20, 54]], [[20, 54]], [[62, 65]], [[2, 60]]]","[[[62, 67]]]"
10251,已知抛物线$C$: $y^{2}=4 x$，过焦点$F$作直线$l$与抛物线$C$交于$P$、$Q$两点，则$|P Q|$的取值范围是?,"l: Line;C: Parabola;P: Point;Q: Point;Expression(C) = (y^2 = 4*x);F: Point;Focus(C) = F;PointOnCurve(F, l);Intersection(l, C) = {P, Q}","Range(Abs(LineSegmentOf(P, Q)))","[4, +oo)","[[[29, 34]], [[2, 21], [35, 41]], [[43, 46]], [[47, 50]], [[2, 21]], [[25, 28]], [[2, 28]], [[22, 34]], [[29, 52]]]","[[[54, 68]]]"
8075,"已知有相同焦点$F_{1}$、$F_{2}$的椭圆和双曲线交于点$P$ ,$|F_{1} F_{2}|=2|P O|$，椭圆和双曲线的离心率分别是$e_{1}$ , $e_{2}$，那么$\frac{1}{e_{1}^{2}}+\frac{1}{e_{2}^{2}}$= （点$O$为坐标原点） ?","G: Hyperbola;H: Ellipse;F1: Point;F2: Point;P: Point;O: Origin;Focus(G) = Focus(H);Focus(G) = {F1, F2};Focus(H) = {F1, F2};Intersection(H, G) = P;Abs(LineSegmentOf(F1, F2)) = 2*Abs(LineSegmentOf(P, O));e1: Number;e2: Number;Eccentricity(H) = e1;Eccentricity(G) = e2",1/e1^2 + 1/e2^2,2,"[[[26, 29], [63, 66]], [[23, 25], [60, 62]], [[7, 14]], [[15, 22]], [[31, 35]], [[137, 141]], [[2, 29]], [[2, 29]], [[2, 29]], [[23, 36]], [[37, 59]], [[73, 80]], [[83, 90]], [[60, 90]], [[60, 90]]]","[[[93, 149]]]"
8050,已知双曲线$C$的方程为$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{9}=1(a>0)$，过原点$O$的直线$l$与双曲线$C$相交于$A$、$B$两点，点$F$为双曲线$C$的左焦点，且$A F \perp B F$，则$\triangle A B F$的面积为?,"l: Line;C: Hyperbola;A: Point;F: Point;B: Point;O:Origin;Expression(C) = (-y^2/9 + x^2/a^2 = 1);PointOnCurve(O, l);Intersection(l, C) = {A, B};LeftFocus(C) = F;IsPerpendicular(LineSegmentOf(A, F), LineSegmentOf(B, F));a:Number;a>0","Area(TriangleOf(A, B, F))",9,"[[[64, 69]], [[2, 8], [70, 76], [94, 100]], [[79, 82]], [[89, 93]], [[83, 86]], [[58, 63]], [[2, 56]], [[57, 69]], [[64, 88]], [[89, 104]], [[106, 121]], [[2, 56]], [[2, 56]]]","[[[123, 145]]]"
5939,"已知椭圆$C$:$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1  (a>b>0)$的右准线与$x$轴交于点$A$，点$B$的坐标为$(0, a)$，若椭圆上的点$M$满足$\overrightarrow {A B}=3 \overrightarrow {A M}$，则椭圆$C$的离心率值为?","C: Ellipse;b: Number;a: Number;A: Point;B: Point;M: Point;a > b;b > 0;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);Coordinate(B) = (0, a);Intersection(RightDirectrix(C), xAxis) = A;VectorOf(A,B)=3*VectorOf(A,M);PointOnCurve(M, C)",Eccentricity(C),sqrt(6)/3,"[[[2, 60], [94, 96], [153, 158]], [[8, 60]], [[8, 60]], [[71, 75]], [[76, 80]], [[98, 102]], [[8, 60]], [[8, 60]], [[2, 60]], [[76, 92]], [[2, 75]], [[104, 151]], [[94, 102]]]","[[[153, 165]]]"
10564,椭圆$\frac{x^{2}}{5}+\frac{y^{2}}{m}=1$的离心率为$\frac{\sqrt{10}}{5}$，则实数$m$的值为?,G: Ellipse;m: Real;Expression(G) = (x^2/5 + y^2/m = 1);Eccentricity(G) = sqrt(10)/5,m,"3, 25/3","[[[0, 37]], [[65, 70]], [[0, 37]], [[0, 63]]]","[[[65, 74]]]"
8196,已知椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的左右焦点分别为$F_{1}$、$F_{2}$，点$P$是椭圆上一点，$\angle F_{1} P F_{2}=120^{\circ}$，且$\Delta F_{1} P F_{2}$的面积为$\sqrt{3}$，则椭圆的短轴为?,"G: Ellipse;b: Number;a: Number;F1: Point;P: Point;F2: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, G);AngleOf(F1, P, F2) = ApplyUnit(120, degree);Area(TriangleOf(F1, P, F2)) = sqrt(3)",MinorAxis(G),2,"[[[2, 54], [83, 85], [83, 85]], [[4, 54]], [[4, 54]], [[62, 69]], [[78, 82]], [[70, 77]], [[4, 54]], [[4, 54]], [[2, 54]], [[2, 77]], [[2, 77]], [[78, 88]], [[89, 123]], [[125, 161]]]","[[[163, 170]]]"
12158,"抛物线$y=x^{2}$上两点$A(1,1)$, $B(-2,4)$处的切线交于$M$点，则$\Delta M A B$的面积为?","G: Parabola;Expression(G) = (y = x^2);A: Point;B: Point;Coordinate(A) = (1, 1);Coordinate(B) = (-2, 4);M: Point;Intersection(TangentOnPoint(A,G),TangentOnPoint(B,G))=M;PointOnCurve(A,G);PointOnCurve(B,G)","Area(TriangleOf(M, A, B))",27/4,"[[[0, 12]], [[0, 12]], [[15, 23]], [[25, 34]], [[15, 23]], [[25, 34]], [[40, 44]], [[0, 44]], [0, 32], [0, 32]]","[[[46, 65]]]"
2199,已知焦点在$x$轴上的椭圆$\frac{x^{2}}{5}+\frac{y^{2}}{m}=1$的离心率$e=\frac{\sqrt{10}}{5}$，则$m$的值为?,"G: Ellipse;m: Number;Expression(G) = (x^2/5 + y^2/m = 1);PointOnCurve(Focus(G), xAxis);e:Number;Eccentricity(G)=e;e = sqrt(10)/5",m,3,"[[[11, 48]], [[77, 80]], [[11, 48]], [[2, 48]], [[52, 75]], [[11, 75]], [[52, 75]]]","[[[77, 84]]]"
12197,"$P$点在椭圆$\frac{x^{2}}{4}+\frac{y^{2}}{3}=1$上运动,$Q$、$R$分别在两圆$(x+1)^{2}+y^{2}=1$和$(x-1)^{2}+y^{2}=1$上运动，则$|PQ|+| PR |$的最大值为?","P: Point;PointOnCurve(P, G);G: Ellipse;Expression(G) = (x^2/4 + y^2/3 = 1);H1: Circle;Expression(H1) = (y^2 + (x + 1)^2 = 1);PointOnCurve(Q, H1) = True;Q: Point;R: Point;H2:Circle;Expression(H2) = (y^2 + (x - 1)^2 = 1);PointOnCurve(R, H2) = True","Max(Abs(LineSegmentOf(P, Q)) + Abs(LineSegmentOf(P, R)))",6,"[[[0, 4]], [[0, 45]], [[5, 42]], [[5, 42]], [[57, 77]], [[57, 77]], [[46, 100]], [[46, 49]], [[50, 53]], [[78, 97]], [[78, 97]], [[46, 100]]]","[[[102, 121]]]"
13059,"已知椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的左、右焦点分别为$F_{1}(-c, 0)$ , $F_{2}(c, 0)$，若椭圆上存在一点$P$使$\frac{a}{\sin \angle P F_{1} F_{2}}=\frac{c}{\sin \angle P F_{2} F_{1}}$，则该椭圆的离心率的取值范围为?","G: Ellipse;b: Number;a: Number;F1: Point;F2: Point;c: Number;P: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);Coordinate(F1) = (-c, 0);Coordinate(F2) = (c, 0);RightFocus(G) = F2;LeftFocus(G) = F1;PointOnCurve(P, G);a/Sin(AngleOf(P, F1, F2)) = c/Sin(AngleOf(P, F2, F1))",Range(Eccentricity(G)),"(sqrt(2) - 1, 1)","[[[2, 54], [95, 97], [182, 184]], [[4, 54]], [[4, 54]], [[63, 78]], [[80, 93]], [[80, 93]], [[102, 105]], [[4, 54]], [[4, 54]], [[2, 54]], [[63, 78]], [[80, 93]], [[2, 93]], [[2, 93]], [[95, 105]], [[106, 179]]]","[[[182, 195]]]"
12674,若直线$y=x+t$与抛物线$y^{2}=4 x$交于两个不同的点$A$、$B$，且弦$A B$中点的横坐标为$3$，则$t$=?,"G: Parabola;H: Line;t: Number;A: Point;B: Point;Expression(G) = (y^2 = 4*x);Expression(H) = (y = t + x);Intersection(H, G) = {A, B};IsChordOf(LineSegmentOf(A,B),G);XCoordinate(MidPoint(LineSegmentOf(A, B))) = 3;Negation(A=B)",t,-1,"[[[11, 25]], [[1, 10]], [[60, 63]], [[32, 36]], [[37, 40]], [[11, 25]], [[1, 10]], [[1, 40]], [[11, 48]], [[43, 58]], [27, 39]]","[[[60, 65]]]"
1973,$F$是抛物线$y^{2}=2 p x  (p>0)$的焦点，过点$F$且倾斜角为$60^{\circ}$的直线交抛物线于$A$、$B$两点，线段$A B$的垂直平分线交$x$轴于点$E$，若$|E F|=4$，则$p$=?,"G: Parabola;p: Number;H: Line;A: Point;B: Point;E: Point;F: Point;p>0;Expression(G) = (y^2 = 2*(p*x));Focus(G) = F;PointOnCurve(F, H);Inclination(H) = ApplyUnit(60, degree);Intersection(H, G) = {A, B};Intersection(PerpendicularBisector(LineSegmentOf(A,B)), xAxis) = E;Abs(LineSegmentOf(E, F)) = 4",p,3,"[[[4, 27], [57, 60]], [[107, 110]], [[54, 56]], [[61, 64]], [[65, 68]], [[90, 94]], [[0, 3], [32, 36]], [[7, 27]], [[4, 27]], [[0, 30]], [[31, 56]], [[37, 56]], [[54, 70]], [[71, 94]], [[96, 105]]]","[[[107, 112]]]"
